university_id,university_name,state,city,latitude,longitude,tuition_in_state_usd,tuition_out_state_usd,university_admission_rate,student_size,us_news_ranking,world_ranking,campus_setting,website_url,avg_cost_of_living_monthly,international_student_pct,public_or_private,program_id,program_name,degree_type,department,min_gpa,min_gre_quant,min_gre_verbal,min_gmat,min_toefl,min_ielts,application_deadline_fall,application_fee_usd,duration_months,stem_designated,program_admit_rate,description_text,curriculum_highlights,faculty_research_areas,avg_starting_salary_usd,male_acceptance_rate,female_acceptance_rate,historical_admit_count,historical_admit_rate,data_quality,track,tier_score,tier
190150,Columbia University in the City of New York,NY,New York,40.808286,-73.961885,71845,71845,0.0399,8973,12.0,13.0,urban,www.columbia.edu/,,,Private,P001098,MS Applied Mathematics - Probability,MS,Mathematics & Statistics,3.1,156.0,150.0,,100,6.5,2030-03-05,125,18,True,0.191,"MS Applied Mathematics - Probability at Columbia University is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Numerical Analysis, Optimization, Differential Equations and offers opportunities to build depth through electives, projects, and faculty-led research.",Probability; Differential Equations; Scientific Computing; Mathematical Modeling; Optimization,Dynamical Systems; Optimization; Scientific Computing; Probability; Mathematical Modeling,118000,0.2,0.18,0,,synthetic_demo,MS,82.28,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001101,MS Computer Science,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.0,2026-04-20,50,24,True,0.257,"MS Computer Science at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Artificial Intelligence, Systems, Algorithms and offers opportunities to build depth through electives, projects, and faculty-led research.",Data Science; Cybersecurity; Artificial Intelligence; Systems; Algorithms,Security; Machine Learning; Algorithms; Computer Vision; Distributed Systems,136000,0.256,0.255,0,,synthetic_demo,MS,77.65,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001102,MS Data Science,MS,Computer & Information Sciences,3.1,156.0,150.0,,95,6.5,2026-03-10,65,24,True,0.232,"MS Data Science at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Machine Learning, Statistical Modeling, Data Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Big Data; Statistical Modeling; Responsible AI; Visualization; Machine Learning,Responsible AI; Data Mining; Machine Learning; Data Systems; Statistics,130000,0.23,0.23,2,1.0,synthetic_demo,MS,79.82,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001103,MS Artificial Intelligence,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.5,2026-02-15,0,18,True,0.254,"MS Artificial Intelligence at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Deep Learning, NLP, Computer Vision and offers opportunities to build depth through electives, projects, and faculty-led research.",AI Ethics; NLP; Deep Learning; Reinforcement Learning; Computer Vision,Multi-Agent Systems; NLP; Robotics; AI Safety; Deep Learning,133000,0.259,0.25,1,0.0,synthetic_demo,MS,77.8,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001104,MS Cybersecurity,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.5,2026-02-15,0,18,True,0.233,"MS Cybersecurity at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Network Security, Cryptography, Cloud Security and offers opportunities to build depth through electives, projects, and faculty-led research.",Network Security; Secure Software; Privacy; Digital Forensics; Cryptography,Privacy; Cybersecurity; Cryptography; Systems Security; Network Security,128000,0.215,0.248,1,1.0,synthetic_demo,MS,78.85,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001105,MS Information Systems,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.5,2026-03-20,100,24,True,0.189,"MS Information Systems at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Databases, Cloud Computing, Enterprise Systems and offers opportunities to build depth through electives, projects, and faculty-led research.",Analytics; Databases; Cloud Computing; Enterprise Systems; IT Strategy,Analytics; Digital Platforms; Human-Computer Interaction; Cloud Computing; Information Systems,113000,0.196,0.182,4,0.25,synthetic_demo,MS,81.05,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001106,MS Software Engineering,MS,Computer & Information Sciences,3.0,152.0,152.0,,90,6.5,2026-03-15,50,18,True,0.208,"MS Software Engineering at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Software Architecture, DevOps, Testing and offers opportunities to build depth through electives, projects, and faculty-led research.",Secure Coding; DevOps; Software Architecture; Testing; Agile Engineering,Distributed Systems; Cloud Systems; Program Analysis; DevOps; Software Testing,128000,0.204,0.21,0,,synthetic_demo,MS,79.98,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001107,MS Electrical Engineering,MS,Engineering,3.0,156.0,150.0,,90,6.5,2026-01-15,80,18,True,0.194,"MS Electrical Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Signal Processing, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Embedded Systems; Control Systems; Power Electronics; Communications; VLSI,Semiconductors; Control; Signal Processing; Embedded Systems; Energy Systems,127000,0.176,0.214,1,0.0,synthetic_demo,MS,80.8,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001108,MEng Computer Engineering,MEng,Engineering,3.1,156.0,150.0,,95,6.5,2026-03-05,80,12,True,0.106,"MEng Computer Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Computer Architecture, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",IoT; VLSI; Hardware Security; Computer Architecture; Embedded Systems,Computer Architecture; Edge AI; IoT; VLSI; Embedded Systems,124000,0.113,0.093,3,0.333,synthetic_demo,MS,86.12,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001109,MS Mechanical Engineering,MS,Engineering,3.0,156.0,150.0,,85,6.5,2026-03-15,80,18,True,0.169,"MS Mechanical Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robotics, Thermal Sciences, Design and offers opportunities to build depth through electives, projects, and faculty-led research.",Robotics; Thermal Sciences; Energy; Manufacturing; Mechanics,Mechanics; Robotics; Manufacturing; Energy; Computational Engineering,105000,0.169,0.167,1,1.0,synthetic_demo,MS,81.63,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001110,MS Industrial Engineering,MS,Engineering,3.1,156.0,150.0,,85,6.5,2026-03-10,125,18,True,0.197,"MS Industrial Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Operations Research, Optimization, Supply Chain and offers opportunities to build depth through electives, projects, and faculty-led research.",Simulation; Optimization; Supply Chain; Operations Research; Quality Engineering,Simulation; Human Factors; Operations Research; Optimization; Supply Chain,115000,0.196,0.204,1,0.0,synthetic_demo,MS,80.73,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001111,MS Business Analytics,MS,"Business, Management & Marketing",3.2,156.0,150.0,,90,6.5,2026-02-20,105,12,True,0.256,"MS Business Analytics at Cornell University is a graduate program in Business, Management & Marketing designed for advanced study and career or research preparation. The curriculum emphasizes Predictive Analytics, Marketing Analytics, Financial Analytics and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Data Management; Financial Analytics; Marketing Analytics; Visualization,Business Analytics; Econometrics; Operations; Marketing Science; Data Mining,126000,0.25,0.263,1,1.0,synthetic_demo,MS,78.7,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001113,MS Biomedical Engineering,MS,Engineering,3.0,156.0,150.0,,100,7.0,2026-04-10,105,18,True,0.191,"MS Biomedical Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Medical Imaging, Biomechanics, Biomaterials and offers opportunities to build depth through electives, projects, and faculty-led research.",Computational Biology; Biomaterials; Neural Engineering; Biomechanics; Medical Imaging,Biomaterials; Biomedical Imaging; Biomechanics; Bioinformatics; Computational Biology,105000,0.192,0.19,1,0.0,synthetic_demo,MS,81.78,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001114,MS Civil Engineering,MS,Engineering,3.2,156.0,150.0,,85,6.5,2026-02-20,125,18,True,0.269,"MS Civil Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Structural Engineering, Transportation, Geotechnical Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Construction; Transportation; Water Resources; Structural Engineering; Sustainability,Geotechnical Engineering; Transportation; Structures; Construction; Water Resources,99000,0.284,0.256,0,,synthetic_demo,MS,77.63,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001115,MS Chemical Engineering,MS,Engineering,3.0,156.0,150.0,,90,6.5,2026-01-10,100,18,True,0.22,"MS Chemical Engineering at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Transport Phenomena, Process Systems, Materials and offers opportunities to build depth through electives, projects, and faculty-led research.",Materials; Transport Phenomena; Biotechnology; Energy; Process Systems,Transport Phenomena; Catalysis; Materials; Process Systems; Biotechnology,113000,0.223,0.215,1,0.0,synthetic_demo,MS,79.5,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001116,MS Robotics,MS,Engineering,3.2,157.0,149.0,,90,6.5,2026-04-20,80,18,True,0.176,"MS Robotics at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robot Perception, Planning, Control and offers opportunities to build depth through electives, projects, and faculty-led research.",Control; Human-Robot Interaction; Autonomous Systems; Robot Perception; Planning,Autonomous Systems; Control; Computer Vision; Human-Robot Interaction; Reinforcement Learning,128000,0.187,0.164,2,0.5,synthetic_demo,MS,82.7,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001117,MS Statistics,MS,Mathematics & Statistics,3.0,157.0,150.0,,95,6.5,2026-02-05,80,18,True,0.166,"MS Statistics at Cornell University is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Probability, Statistical Inference, Regression and offers opportunities to build depth through electives, projects, and faculty-led research.",Bayesian Methods; Probability; Computational Statistics; Regression; Applied Statistics,Statistics; Probability; Bayesian Methods; Biostatistics; Causal Inference,116000,0.144,0.186,1,0.0,synthetic_demo,MS,82.68,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001118,MS Applied Mathematics,MS,Mathematics & Statistics,3.0,159.0,149.0,,95,6.5,2026-02-20,95,18,True,0.218,"MS Applied Mathematics at Cornell University is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Numerical Analysis, Optimization, Differential Equations and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Numerical Analysis; Probability; Differential Equations; Mathematical Modeling,Optimization; Dynamical Systems; Probability; Scientific Computing; Applied Mathematics,110000,0.237,0.192,1,0.0,synthetic_demo,MS,80.13,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001121,MS Computer Science - Systems,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.0,2027-03-10,150,30,True,0.257,"MS Computer Science - Systems at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Artificial Intelligence, Systems, Algorithms and offers opportunities to build depth through electives, projects, and faculty-led research.",Data Science; Artificial Intelligence; Systems; Algorithms; Cybersecurity,Distributed Systems; Machine Learning; Algorithms; Natural Language Processing; Computer Vision,128000,0.246,0.271,0,,synthetic_demo,MS,77.65,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001122,MS Data Science - Statistical Modeling,MS,Computer & Information Sciences,3.0,153.0,149.0,,90,6.5,2027-02-05,90,24,True,0.182,"MS Data Science - Statistical Modeling at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Machine Learning, Statistical Modeling, Data Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Statistical Modeling; Data Engineering; Responsible AI; Machine Learning; Visualization,Machine Learning; Statistics; Responsible AI; Data Mining; Data Systems,123000,0.181,0.18,1,0.0,synthetic_demo,MS,81.16,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001123,MS Artificial Intelligence - NLP,MS,Computer & Information Sciences,3.1,156.0,150.0,,95,6.5,2027-04-20,0,18,True,0.189,"MS Artificial Intelligence - NLP at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Deep Learning, NLP, Computer Vision and offers opportunities to build depth through electives, projects, and faculty-led research.",Robotics; Computer Vision; AI Ethics; Deep Learning; Reinforcement Learning,NLP; Robotics; Multi-Agent Systems; Deep Learning; AI Safety,138000,0.188,0.184,1,0.0,synthetic_demo,MS,81.97,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001124,MS Cybersecurity - Cryptography,MS,Computer & Information Sciences,3.0,156.0,150.0,,100,6.5,2027-02-10,90,18,True,0.264,"MS Cybersecurity - Cryptography at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Network Security, Cryptography, Cloud Security and offers opportunities to build depth through electives, projects, and faculty-led research.",Secure Software; Cloud Security; Network Security; Cryptography; Digital Forensics,Cryptography; Cybersecurity; Network Security; Privacy; Systems Security,129000,0.244,0.28,0,,synthetic_demo,MS,78.13,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001125,MS Information Systems - Cloud Computing,MS,Computer & Information Sciences,3.2,156.0,150.0,,95,6.5,2027-02-15,105,18,True,0.27,"MS Information Systems - Cloud Computing at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Databases, Cloud Computing, Enterprise Systems and offers opportunities to build depth through electives, projects, and faculty-led research.",Product Management; Analytics; Enterprise Systems; Cloud Computing; IT Strategy,Analytics; Human-Computer Interaction; Databases; Information Systems; Digital Platforms,121000,0.272,0.268,1,0.0,synthetic_demo,MS,78.42,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001126,MS Software Engineering - DevOps,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.5,2027-03-15,80,18,True,0.167,"MS Software Engineering - DevOps at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Software Architecture, DevOps, Testing and offers opportunities to build depth through electives, projects, and faculty-led research.",Secure Coding; Agile Engineering; Software Architecture; Testing; Cloud Native Systems,Software Testing; Software Engineering; Distributed Systems; Program Analysis; Cloud Systems,128000,0.168,0.159,1,1.0,synthetic_demo,MS,82.15,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001127,MS Electrical Engineering - Embedded Systems,MS,Engineering,3.0,157.0,147.0,,95,6.5,2027-04-20,150,18,True,0.239,"MS Electrical Engineering - Embedded Systems at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Signal Processing, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Embedded Systems; VLSI; Control Systems; Communications; Power Electronics,Communications; Control; Signal Processing; Energy Systems; Embedded Systems,121000,0.236,0.238,1,0.0,synthetic_demo,MS,78.85,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001128,MEng Computer Engineering - Embedded Systems,MEng,Engineering,3.1,159.0,151.0,,90,6.5,2027-04-05,65,12,True,0.17,"MEng Computer Engineering - Embedded Systems at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Computer Architecture, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Embedded Systems; Computer Architecture; Edge Computing; Hardware Security; IoT,Edge AI; Embedded Systems; Computer Architecture; IoT; VLSI,123000,0.175,0.16,0,,synthetic_demo,MS,82.74,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001129,MS Mechanical Engineering - Thermal Sciences,MS,Engineering,3.0,155.0,148.0,,85,6.5,2027-01-20,105,18,True,0.21,"MS Mechanical Engineering - Thermal Sciences at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robotics, Thermal Sciences, Design and offers opportunities to build depth through electives, projects, and faculty-led research.",Manufacturing; Energy; Thermal Sciences; Design; Robotics,Energy; Robotics; Computational Engineering; Manufacturing; Thermal Sciences,115000,0.198,0.222,1,1.0,synthetic_demo,MS,79.41,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001130,MS Industrial Engineering - Optimization,MS,Engineering,3.0,153.0,150.0,,85,6.5,2027-04-20,200,18,True,0.253,"MS Industrial Engineering - Optimization at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Operations Research, Optimization, Supply Chain and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Quality Engineering; Analytics; Simulation; Supply Chain,Decision Science; Simulation; Operations Research; Optimization; Human Factors,110000,0.249,0.259,0,,synthetic_demo,MS,77.26,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001131,MS Business Analytics - Marketing Analytics,MS,"Business, Management & Marketing",3.0,156.0,150.0,,90,6.5,2027-04-15,80,12,True,0.211,"MS Business Analytics - Marketing Analytics at Cornell University is a graduate program in Business, Management & Marketing designed for advanced study and career or research preparation. The curriculum emphasizes Predictive Analytics, Marketing Analytics, Financial Analytics and offers opportunities to build depth through electives, projects, and faculty-led research.",Predictive Analytics; Optimization; Financial Analytics; Data Management; Visualization,Econometrics; Marketing Science; Business Analytics; Data Mining; Operations,117000,0.214,0.208,1,1.0,synthetic_demo,MS,79.95,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001133,MS Biomedical Engineering - Biomechanics,MS,Engineering,3.0,156.0,150.0,,90,6.5,2027-02-10,200,24,True,0.193,"MS Biomedical Engineering - Biomechanics at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Medical Imaging, Biomechanics, Biomaterials and offers opportunities to build depth through electives, projects, and faculty-led research.",Medical Imaging; Computational Biology; Biomaterials; Biomechanics; Bioinstrumentation,Biomaterials; Computational Biology; Bioinformatics; Biomechanics; Neural Engineering,108000,0.205,0.182,3,0.667,synthetic_demo,MS,80.85,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001134,MS Civil Engineering - Transportation,MS,Engineering,3.0,156.0,150.0,,85,6.5,2027-02-10,125,18,True,0.251,"MS Civil Engineering - Transportation at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Structural Engineering, Transportation, Geotechnical Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Construction; Structural Engineering; Transportation; Sustainability; Geotechnical Engineering,Construction; Water Resources; Geotechnical Engineering; Structures; Sustainable Infrastructure,108000,0.245,0.262,2,1.0,synthetic_demo,MS,77.53,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001135,MS Chemical Engineering - Process Systems,MS,Engineering,3.1,156.0,150.0,,90,6.5,2027-03-20,50,18,True,0.224,"MS Chemical Engineering - Process Systems at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Transport Phenomena, Process Systems, Materials and offers opportunities to build depth through electives, projects, and faculty-led research.",Energy; Process Systems; Materials; Reaction Engineering; Transport Phenomena,Biotechnology; Materials; Energy; Process Systems; Transport Phenomena,111000,0.227,0.221,3,0.667,synthetic_demo,MS,79.8,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001136,MS Robotics - Planning,MS,Engineering,3.0,156.0,150.0,,90,6.5,2027-01-05,120,18,True,0.176,"MS Robotics - Planning at Cornell University is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robot Perception, Planning, Control and offers opportunities to build depth through electives, projects, and faculty-led research.",Machine Learning; Control; Robot Perception; Human-Robot Interaction; Autonomous Systems,Reinforcement Learning; Control; Robotics; Computer Vision; Human-Robot Interaction,135000,0.189,0.164,1,1.0,synthetic_demo,MS,81.7,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001137,MS Statistics - Statistical Inference,MS,Mathematics & Statistics,3.0,156.0,150.0,,90,6.5,2027-03-15,50,18,True,0.27,"MS Statistics - Statistical Inference at Cornell University is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Probability, Statistical Inference, Regression and offers opportunities to build depth through electives, projects, and faculty-led research.",Computational Statistics; Statistical Inference; Applied Statistics; Probability; Bayesian Methods,Causal Inference; Computational Statistics; Statistics; Biostatistics; Bayesian Methods,121000,0.255,0.282,1,1.0,synthetic_demo,MS,77.0,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001138,MS Applied Mathematics - Optimization,MS,Mathematics & Statistics,3.0,157.0,152.0,,95,6.5,2027-01-01,150,18,True,0.27,"MS Applied Mathematics - Optimization at Cornell University is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Numerical Analysis, Optimization, Differential Equations and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Probability; Scientific Computing; Numerical Analysis; Mathematical Modeling,Applied Mathematics; Optimization; Mathematical Modeling; Scientific Computing; Probability,112000,0.273,0.27,1,1.0,synthetic_demo,MS,77.59,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001141,MS Computer Science - Algorithms,MS,Computer & Information Sciences,3.0,157.0,151.0,,95,6.5,2028-02-05,90,24,True,0.255,"MS Computer Science - Algorithms at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Artificial Intelligence, Systems, Algorithms and offers opportunities to build depth through electives, projects, and faculty-led research.",Software Engineering; Systems; Data Science; Cybersecurity; Artificial Intelligence,Security; Distributed Systems; Algorithms; Computer Vision; Natural Language Processing,134000,0.258,0.254,0,,synthetic_demo,MS,78.28,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001142,MS Data Science - Data Engineering,MS,Computer & Information Sciences,3.1,156.0,150.0,,90,6.5,2028-03-01,120,24,True,0.27,"MS Data Science - Data Engineering at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Machine Learning, Statistical Modeling, Data Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Visualization; Big Data; Data Engineering; Responsible AI; Statistical Modeling,Causal Inference; Responsible AI; Machine Learning; Data Mining; Data Systems,132000,0.256,0.284,1,0.0,synthetic_demo,MS,77.5,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001143,MS Artificial Intelligence - Computer Vision,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.5,2028-01-15,50,18,True,0.261,"MS Artificial Intelligence - Computer Vision at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Deep Learning, NLP, Computer Vision and offers opportunities to build depth through electives, projects, and faculty-led research.",AI Ethics; Reinforcement Learning; Computer Vision; Deep Learning; Robotics,NLP; Computer Vision; Multi-Agent Systems; Deep Learning; AI Safety,139000,0.258,0.26,2,0.0,synthetic_demo,MS,77.45,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001144,MS Cybersecurity - Cloud Security,MS,Computer & Information Sciences,3.1,156.0,151.0,,100,6.5,2028-01-05,50,24,True,0.205,"MS Cybersecurity - Cloud Security at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Network Security, Cryptography, Cloud Security and offers opportunities to build depth through electives, projects, and faculty-led research.",Secure Software; Cloud Security; Cryptography; Digital Forensics; Privacy,Network Security; Cryptography; Cybersecurity; Digital Forensics; Privacy,123000,0.219,0.196,0,,synthetic_demo,MS,81.64,Tier1
190415,Cornell University,NY,Ithaca,42.4472,-76.483084,69314,69314,0.0876,15995,12.0,16.0,urban,www.cornell.edu/,,,Private,P001145,MS Information Systems - Enterprise Systems,MS,Computer & Information Sciences,3.0,156.0,150.0,,85,6.5,2028-04-05,105,18,True,0.23,"MS Information Systems - Enterprise Systems at Cornell University is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Databases, Cloud Computing, Enterprise Systems and offers opportunities to build depth through electives, projects, and faculty-led research.",Cloud Computing; Databases; Analytics; Product Management; IT Strategy,Databases; Cloud Computing; Analytics; Human-Computer Interaction; Information Systems,119000,0.243,0.221,1,1.0,synthetic_demo,MS,78.58,Tier1
