applicant_id,track,gpa_normalized_4,gre_score,toefl_score,has_research,university_rating,admit_probability,admission_status,gmat_score,work_experience_months,major,work_industry,profile_score,recommended_tier
MS_SYN516,MS,3.06276006915352,314.0,104.0,0.0,2.0,0.54,,,,,,73.0,Tier2
MS_SYN517,MS,3.256000845038684,299.0,102.0,0.0,3.0,0.69,,,,,,78.62,Tier2
MS_SYN518,MS,3.350395508463496,315.0,107.0,0.0,2.0,0.66,,,,,,79.69,Tier2
MS_SYN519,MS,3.3350818115724112,308.0,107.0,1.0,2.0,0.64,,,,,,78.3,Tier2
MS_SYN520,MS,3.327226146844967,316.0,109.0,0.0,1.0,0.53,,,,,,74.7,Tier2
MS_SYN521,MS,3.447221199929017,324.0,107.0,1.0,2.0,0.73,,,,,,83.63,Tier1
MS_SYN522,MS,3.600871652044533,320.0,114.0,0.0,5.0,0.83,,,,,,88.98,Tier1
MS_SYN523,MS,3.397207880332064,311.0,101.0,0.0,2.0,0.68,,,,,,79.68,Tier2
MS_SYN524,MS,3.050260224915013,310.0,101.0,0.0,2.0,0.58,,,,,,73.87,Tier2
MS_SYN525,MS,3.192155524041188,313.0,103.0,0.0,2.0,0.67,,,,,,78.65,Tier2
MS_SYN526,MS,3.599103990440664,328.0,118.0,0.0,4.0,0.87,,,,,,91.66,Tier1
MS_SYN527,MS,3.4537001486901926,319.0,111.0,1.0,2.0,0.73,,,,,,83.8,Tier1
MS_SYN528,MS,3.494502854983565,317.0,104.0,0.0,3.0,0.71,,,,,,82.18,Tier2
MS_SYN529,MS,3.1375864738626893,320.0,106.0,0.0,2.0,0.58,,,,,,75.67,Tier2
MS_SYN530,MS,2.964185379180313,288.0,96.0,1.0,1.0,0.44,,,,,,65.6,Tier2
MS_SYN531,MS,3.271341025522532,315.0,109.0,1.0,3.0,0.72,,,,,,81.94,Tier2
MS_SYN532,MS,3.3592624695487494,307.0,105.0,0.0,1.0,0.68,,,,,,79.69,Tier2
MS_SYN533,MS,3.2812642759051904,308.0,105.0,0.0,1.0,0.6,,,,,,76.18,Tier2
MS_SYN534,MS,3.3407340899069142,313.0,111.0,1.0,1.0,0.59,,,,,,77.19,Tier2
MS_SYN535,MS,3.413745575649722,315.0,106.0,0.0,3.0,0.73,,,,,,82.68,Tier1
MS_SYN536,MS,3.3458579760294445,317.0,113.0,1.0,2.0,0.64,,,,,,79.76,Tier2
MS_SYN537,MS,3.3398140514832155,320.0,103.0,1.0,3.0,0.78,,,,,,84.3,Tier1
MS_SYN538,MS,3.293814913669556,316.0,108.0,0.0,1.0,0.62,,,,,,78.0,Tier2
MS_SYN539,MS,3.641318416909512,321.0,108.0,1.0,5.0,0.86,,,,,,89.71,Tier1
MS_SYN540,MS,3.699564153871529,329.0,114.0,0.0,5.0,0.94,,,,,,94.54,Tier1
MS_SYN541,MS,3.006376353129449,300.0,96.0,0.0,1.0,0.41,,,,,,65.49,Tier2
MS_SYN542,MS,3.615633567350354,318.0,110.0,1.0,3.0,0.81,,,,,,87.61,Tier1
MS_SYN543,MS,3.348266736088938,320.0,109.0,0.0,5.0,0.82,,,,,,86.7,Tier1
MS_SYN544,MS,4.0,334.0,116.0,1.0,5.0,0.99,,,,,,98.66,Tier1
MS_SYN545,MS,3.4034594084605465,319.0,107.0,1.0,2.0,0.8,,,,,,85.85,Tier1
MS_SYN546,MS,3.762926925892637,339.0,120.0,1.0,4.0,0.91,,,,,,95.14,Tier1
MS_SYN547,MS,3.329734978578923,320.0,111.0,0.0,3.0,0.72,,,,,,82.85,Tier1
MS_SYN548,MS,3.013003681891344,296.0,92.0,0.0,1.0,0.44,,,,,,65.93,Tier2
MS_SYN549,MS,3.253574807541454,312.0,105.0,0.0,3.0,0.66,,,,,,78.73,Tier2
MS_SYN550,MS,3.174181438417623,296.0,97.0,0.0,1.0,0.48,,,,,,68.96,Tier2
MS_SYN551,MS,3.814358584090491,327.0,114.0,1.0,5.0,0.94,,,,,,94.97,Tier1
MS_SYN552,MS,3.32700610485324,320.0,109.0,0.0,3.0,0.72,,,,,,82.59,Tier1
MS_SYN553,MS,3.1718980986081164,307.0,101.0,0.0,2.0,0.6,,,,,,75.06,Tier2
MS_SYN554,MS,3.781206804570136,321.0,109.0,1.0,5.0,0.88,,,,,,91.33,Tier1
MS_SYN555,MS,3.5796517850928264,321.0,107.0,1.0,4.0,0.78,,,,,,86.08,Tier1
MS_SYN556,MS,3.79256536723396,322.0,114.0,1.0,4.0,0.87,,,,,,91.69,Tier1
MS_SYN557,MS,3.741172718680828,336.0,120.0,1.0,5.0,0.96,,,,,,96.81,Tier1
MS_SYN558,MS,3.6958032950889295,337.0,120.0,1.0,5.0,0.94,,,,,,95.86,Tier1
MS_SYN559,MS,3.332003673506813,318.0,104.0,0.0,3.0,0.72,,,,,,81.84,Tier2
MS_SYN560,MS,3.706528797222554,314.0,108.0,0.0,3.0,0.75,,,,,,85.12,Tier1
MS_SYN561,MS,3.02421130648364,298.0,99.0,0.0,1.0,0.41,,,,,,65.81,Tier2
MS_SYN562,MS,3.4456973045864947,317.0,111.0,1.0,5.0,0.83,,,,,,87.61,Tier1
MS_SYN563,MS,3.565447042735768,333.0,115.0,1.0,5.0,0.84,,,,,,90.29,Tier1
MS_SYN564,MS,2.912090288118484,307.0,101.0,0.0,1.0,0.48,,,,,,68.96,Tier2
MS_SYN565,MS,3.530610361009737,311.0,106.0,0.0,3.0,0.69,,,,,,81.37,Tier2
MS_SYN566,MS,3.1022249125914803,307.0,107.0,0.0,1.0,0.58,,,,,,74.66,Tier2
MS_SYN567,MS,3.585698716505109,322.0,110.0,1.0,2.0,0.77,,,,,,86.15,Tier1
MS_SYN568,MS,3.463003624496447,324.0,111.0,1.0,2.0,0.68,,,,,,82.21,Tier2
MS_SYN569,MS,3.32658066587036,310.0,100.0,0.0,1.0,0.68,,,,,,79.13,Tier2
MS_SYN570,MS,3.93331671243868,337.0,115.0,1.0,5.0,0.93,,,,,,96.02,Tier1
MS_SYN571,MS,3.641951782164918,321.0,111.0,0.0,4.0,0.81,,,,,,88.09,Tier1
MS_SYN572,MS,3.786206038568867,321.0,114.0,1.0,5.0,0.96,,,,,,95.18,Tier1
MS_SYN573,MS,3.273983701851016,317.0,104.0,1.0,3.0,0.68,,,,,,79.88,Tier2
MS_SYN574,MS,3.5036681608815945,310.0,109.0,1.0,2.0,0.65,,,,,,79.94,Tier2
MS_SYN575,MS,3.131293459199762,306.0,99.0,1.0,2.0,0.57,,,,,,73.33,Tier2
MS_SYN576,MS,3.195806570549886,290.0,105.0,0.0,1.0,0.56,,,,,,72.83,Tier2
MS_SYN577,MS,3.265870341830156,309.0,107.0,0.0,4.0,0.75,,,,,,82.42,Tier2
MS_SYN578,MS,3.470157171304045,313.0,107.0,1.0,4.0,0.76,,,,,,84.14,Tier1
MS_SYN579,MS,3.1977321023433,308.0,101.0,0.0,1.0,0.52,,,,,,72.06,Tier2
MS_SYN580,MS,3.380265085130764,310.0,107.0,1.0,5.0,0.8,,,,,,85.07,Tier1
MS_SYN581,MS,3.3278212969248617,316.0,109.0,0.0,2.0,0.65,,,,,,79.5,Tier2
MS_SYN582,MS,3.279813791899781,308.0,106.0,0.0,2.0,0.63,,,,,,77.5,Tier2
MS_SYN583,MS,3.825939205786015,334.0,114.0,1.0,5.0,0.97,,,,,,96.74,Tier1
MS_SYN584,MS,3.3462304612860017,311.0,105.0,1.0,3.0,0.63,,,,,,77.92,Tier2
MS_SYN585,MS,3.373199425772805,308.0,105.0,1.0,2.0,0.65,,,,,,78.64,Tier2
MS_SYN586,MS,3.8676429892835538,339.0,120.0,1.0,5.0,0.92,,,,,,96.06,Tier1
MS_SYN587,MS,3.391437780558828,309.0,102.0,1.0,3.0,0.73,,,,,,81.63,Tier2
MS_SYN588,MS,3.3907326816575813,311.0,100.0,1.0,2.0,0.7,,,,,,80.32,Tier2
MS_SYN589,MS,3.283242733754601,320.0,110.0,0.0,3.0,0.69,,,,,,81.3,Tier2
MS_SYN590,MS,3.3867673046614164,330.0,109.0,0.0,3.0,0.79,,,,,,86.42,Tier1
MS_SYN591,MS,3.582020707588099,321.0,115.0,1.0,3.0,0.7,,,,,,83.89,Tier1
MS_SYN592,MS,3.6914199420350458,327.0,117.0,1.0,4.0,0.84,,,,,,90.73,Tier1
MS_SYN593,MS,3.5152692094950124,314.0,108.0,0.0,5.0,0.85,,,,,,88.16,Tier1
MS_SYN594,MS,3.4066834494459464,322.0,105.0,1.0,3.0,0.73,,,,,,83.03,Tier1
MS_SYN595,MS,3.641982411673767,329.0,110.0,1.0,5.0,0.84,,,,,,89.75,Tier1
MS_SYN596,MS,3.394547768477793,317.0,105.0,0.0,2.0,0.64,,,,,,79.01,Tier2
MS_SYN597,MS,3.076097645305552,305.0,105.0,0.0,1.0,0.48,,,,,,70.13,Tier2
MS_SYN598,MS,3.741926849406451,334.0,113.0,0.0,4.0,0.81,,,,,,89.79,Tier1
MS_SYN599,MS,3.612398673501779,328.0,109.0,1.0,4.0,0.83,,,,,,89.0,Tier1
MS_SYN600,MS,3.523475253781729,324.0,112.0,1.0,4.0,0.76,,,,,,85.84,Tier1
MS_SYN601,MS,2.949637951908639,296.0,102.0,0.0,1.0,0.52,,,,,,70.06,Tier2
MS_SYN602,MS,3.2923780625634267,309.0,100.0,0.0,3.0,0.73,,,,,,80.88,Tier2
MS_SYN603,MS,3.750600691812884,330.0,111.0,0.0,5.0,0.91,,,,,,93.29,Tier1
MS_SYN604,MS,3.407750930884617,310.0,105.0,1.0,3.0,0.61,,,,,,77.36,Tier2
MS_SYN605,MS,3.224796197948185,303.0,105.0,0.0,2.0,0.6,,,,,,75.53,Tier2
MS_SYN606,MS,3.8317251307432,333.0,117.0,1.0,5.0,0.94,,,,,,95.87,Tier1
MS_SYN607,MS,3.283561598038847,304.0,100.0,0.0,1.0,0.56,,,,,,73.67,Tier2
MS_SYN608,MS,3.466529631754366,317.0,107.0,0.0,2.0,0.71,,,,,,82.42,Tier2
MS_SYN609,MS,3.4679842586658216,317.0,110.0,0.0,1.0,0.64,,,,,,80.0,Tier2
MS_SYN610,MS,2.9395555152939554,295.0,102.0,0.0,2.0,0.5,,,,,,69.14,Tier2
MS_SYN611,MS,3.5834224475225884,322.0,111.0,1.0,4.0,0.79,,,,,,87.07,Tier1
MS_SYN612,MS,3.4777476271687213,326.0,109.0,1.0,3.0,0.71,,,,,,83.38,Tier1
MS_SYN613,MS,3.470181870827343,318.0,106.0,1.0,5.0,0.83,,,,,,87.18,Tier1
MS_SYN614,MS,3.6066746421465625,323.0,111.0,1.0,4.0,0.85,,,,,,89.66,Tier1
MS_SYN615,MS,3.5266323457699404,315.0,109.0,0.0,4.0,0.69,,,,,,82.02,Tier2
MS_SYN616,MS,3.185279548899404,306.0,105.0,1.0,2.0,0.59,,,,,,75.15,Tier2
MS_SYN617,MS,3.358749526182692,309.0,103.0,0.0,4.0,0.82,,,,,,85.19,Tier1
MS_SYN618,MS,3.5691294086570924,327.0,108.0,0.0,5.0,0.85,,,,,,89.39,Tier1
MS_SYN619,MS,3.3418787358832343,317.0,113.0,1.0,4.0,0.73,,,,,,83.34,Tier1
MS_SYN620,MS,3.8700498796999936,321.0,115.0,0.0,5.0,0.89,,,,,,92.93,Tier1
MS_SYN621,MS,3.5232628059166258,321.0,113.0,1.0,3.0,0.78,,,,,,86.54,Tier1
MS_SYN622,MS,3.3813055774349685,319.0,102.0,0.0,2.0,0.65,,,,,,79.11,Tier2
MS_SYN623,MS,3.402496853431078,320.0,114.0,0.0,5.0,0.78,,,,,,85.99,Tier1
MS_SYN624,MS,3.5678087535425247,320.0,108.0,1.0,5.0,0.81,,,,,,87.27,Tier1
MS_SYN625,MS,3.3174890664847294,309.0,107.0,0.0,3.0,0.62,,,,,,77.48,Tier2
MS_SYN626,MS,3.958988361063849,330.0,111.0,1.0,5.0,0.99,,,,,,97.53,Tier1
MS_SYN627,MS,3.712737151852112,333.0,111.0,1.0,4.0,0.91,,,,,,93.32,Tier1
MS_SYN628,MS,3.28701186781054,311.0,104.0,1.0,2.0,0.66,,,,,,78.7,Tier2
MS_SYN629,MS,3.3371342023585115,318.0,101.0,0.0,2.0,0.62,,,,,,77.49,Tier2
MS_SYN630,MS,3.53888606076918,310.0,115.0,0.0,4.0,0.76,,,,,,85.26,Tier1
MS_SYN631,MS,3.2933649491185446,305.0,104.0,0.0,1.0,0.68,,,,,,79.09,Tier2
MS_SYN632,MS,3.054665679966375,295.0,93.0,0.0,2.0,0.44,,,,,,66.19,Tier2
MS_SYN633,MS,3.2444817808987847,311.0,102.0,0.0,1.0,0.6,,,,,,75.84,Tier2
MS_SYN634,MS,3.1048692709153034,304.0,104.0,0.0,1.0,0.56,,,,,,73.28,Tier2
MS_SYN635,MS,3.5181802871352894,326.0,108.0,1.0,3.0,0.76,,,,,,85.46,Tier1
MS_SYN636,MS,2.7913476292144,289.0,95.0,0.0,1.0,0.34,,,,,,60.68,Tier2
MS_SYN637,MS,3.1362661264928624,302.0,108.0,1.0,1.0,0.45,,,,,,69.39,Tier2
MS_SYN638,MS,2.93988854736867,295.0,98.0,0.0,1.0,0.49,,,,,,68.24,Tier2
MS_SYN639,MS,3.988798578687118,340.0,120.0,1.0,5.0,0.99,,,,,,99.54,Tier1
MS_SYN640,MS,3.521489578420921,328.0,113.0,1.0,3.0,0.8,,,,,,87.85,Tier1
MS_SYN641,MS,3.4638989004664187,327.0,111.0,1.0,4.0,0.8,,,,,,87.24,Tier1
MS_SYN642,MS,3.286934045958397,307.0,102.0,0.0,2.0,0.54,,,,,,73.36,Tier2
MS_SYN643,MS,3.838227642334136,320.0,109.0,0.0,4.0,0.84,,,,,,89.95,Tier1
MS_SYN644,MS,3.153238479211071,299.0,102.0,0.0,1.0,0.68,,,,,,77.7,Tier2
MS_SYN645,MS,3.330357423409444,312.0,106.0,0.0,3.0,0.75,,,,,,82.84,Tier1
MS_SYN646,MS,3.029918212597801,305.0,100.0,0.0,1.0,0.5,,,,,,70.08,Tier2
MS_SYN647,MS,3.7551648368777113,326.0,111.0,1.0,3.0,0.86,,,,,,91.02,Tier1
MS_SYN648,MS,3.599061319550506,317.0,108.0,1.0,2.0,0.66,,,,,,81.2,Tier2
MS_SYN649,MS,3.720235265079283,323.0,111.0,1.0,4.0,0.84,,,,,,89.83,Tier1
MS_SYN650,MS,3.7849373390566328,337.0,119.0,1.0,5.0,0.85,,,,,,92.58,Tier1
MS_SYN651,MS,3.531777596576652,324.0,110.0,1.0,3.0,0.64,,,,,,80.83,Tier2
MS_SYN652,MS,3.393030068164295,305.0,106.0,0.0,2.0,0.61,,,,,,77.04,Tier2
MS_SYN653,MS,3.5289643296796864,319.0,108.0,0.0,4.0,0.81,,,,,,87.0,Tier1
MS_SYN654,MS,3.604591343503423,325.0,111.0,1.0,4.0,0.91,,,,,,92.2,Tier1
MS_SYN655,MS,3.2868003610347776,308.0,106.0,1.0,5.0,0.73,,,,,,81.53,Tier2
MS_SYN656,MS,3.4753070388602785,313.0,103.0,0.0,4.0,0.77,,,,,,84.07,Tier1
MS_SYN657,MS,3.531851559051275,322.0,108.0,1.0,4.0,0.81,,,,,,87.24,Tier1
MS_SYN658,MS,3.582205341485865,314.0,107.0,0.0,5.0,0.86,,,,,,88.77,Tier1
MS_SYN659,MS,3.284360981861014,313.0,109.0,1.0,3.0,0.68,,,,,,80.26,Tier2
MS_SYN660,MS,2.9649127732444938,296.0,97.0,0.0,1.0,0.42,,,,,,65.51,Tier2
MS_SYN661,MS,3.618173985043352,330.0,111.0,1.0,3.0,0.74,,,,,,85.83,Tier1
MS_SYN662,MS,3.30736949169032,315.0,110.0,0.0,3.0,0.76,,,,,,83.85,Tier1
MS_SYN663,MS,3.2564186040316776,309.0,107.0,0.0,3.0,0.69,,,,,,79.98,Tier2
MS_SYN664,MS,3.689449367959203,328.0,116.0,1.0,5.0,0.9,,,,,,93.06,Tier1
MS_SYN665,MS,3.739968750522297,331.0,111.0,1.0,4.0,0.83,,,,,,90.11,Tier1
MS_SYN666,MS,3.4271885888560094,313.0,101.0,0.0,2.0,0.63,,,,,,77.98,Tier2
MS_SYN667,MS,3.2372555273902384,309.0,106.0,0.0,2.0,0.66,,,,,,78.56,Tier2
MS_SYN668,MS,3.284263800104392,314.0,104.0,0.0,2.0,0.52,,,,,,73.31,Tier2
MS_SYN669,MS,3.3288802695634567,315.0,101.0,0.0,1.0,0.65,,,,,,78.43,Tier2
MS_SYN670,MS,3.2241730376963487,309.0,103.0,1.0,3.0,0.66,,,,,,78.12,Tier2
MS_SYN671,MS,3.4660032270481342,312.0,106.0,0.0,3.0,0.63,,,,,,78.72,Tier2
MS_SYN672,MS,3.175603881472013,307.0,105.0,0.0,1.0,0.57,,,,,,74.38,Tier2
MS_SYN673,MS,3.441006169588551,317.0,107.0,1.0,4.0,0.82,,,,,,86.69,Tier1
MS_SYN674,MS,3.212858653999909,306.0,98.0,1.0,2.0,0.68,,,,,,78.01,Tier2
MS_SYN675,MS,3.606715731364065,311.0,108.0,1.0,4.0,0.86,,,,,,88.8,Tier1
MS_SYN676,MS,3.428748451145613,312.0,109.0,1.0,2.0,0.72,,,,,,82.51,Tier1
MS_SYN677,MS,3.413518558435207,318.0,113.0,1.0,4.0,0.82,,,,,,87.37,Tier1
MS_SYN678,MS,3.3806674348879464,313.0,101.0,1.0,2.0,0.55,,,,,,74.54,Tier2
MS_SYN679,MS,3.2540319387964574,308.0,106.0,1.0,3.0,0.64,,,,,,77.77,Tier2
MS_SYN680,MS,2.849238356775253,295.0,95.0,0.0,2.0,0.5,,,,,,67.81,Tier2
MS_SYN681,MS,3.1201512278091585,294.0,97.0,1.0,2.0,0.62,,,,,,74.14,Tier2
MS_SYN682,MS,3.678135916108781,325.0,110.0,1.0,4.0,0.96,,,,,,94.44,Tier1
MS_SYN683,MS,3.5443856155979323,311.0,102.0,1.0,3.0,0.72,,,,,,82.14,Tier2
MS_SYN684,MS,3.6796414007992233,320.0,110.0,1.0,5.0,0.9,,,,,,91.68,Tier1
MS_SYN685,MS,3.35169846463706,311.0,106.0,0.0,2.0,0.71,,,,,,81.28,Tier2
MS_SYN686,MS,3.997096349929105,340.0,120.0,1.0,5.0,0.97,,,,,,98.79,Tier1
MS_SYN687,MS,3.5223788398184683,312.0,105.0,0.0,4.0,0.85,,,,,,87.68,Tier1
MS_SYN688,MS,3.5232005487435862,322.0,109.0,1.0,3.0,0.75,,,,,,84.92,Tier1
MS_SYN689,MS,3.213855405016878,315.0,104.0,0.0,3.0,0.66,,,,,,78.63,Tier2
MS_SYN690,MS,3.401724055125816,310.0,102.0,0.0,2.0,0.65,,,,,,78.55,Tier2
MS_SYN691,MS,3.3888372617466977,313.0,108.0,0.0,3.0,0.73,,,,,,82.66,Tier1
MS_SYN692,MS,3.523101297806397,323.0,109.0,0.0,4.0,0.73,,,,,,84.19,Tier1
MS_SYN693,MS,3.3659288993555854,321.0,104.0,1.0,2.0,0.67,,,,,,80.23,Tier2
MS_SYN694,MS,3.4565748912882697,320.0,108.0,1.0,4.0,0.77,,,,,,85.11,Tier1
MS_SYN695,MS,3.1090436310478515,308.0,101.0,0.0,1.0,0.49,,,,,,70.42,Tier2
MS_SYN696,MS,3.4564341634408047,322.0,109.0,0.0,2.0,0.66,,,,,,80.98,Tier2
MS_SYN697,MS,3.6159121652220976,321.0,110.0,0.0,4.0,0.78,,,,,,86.63,Tier1
MS_SYN698,MS,3.5032959755451643,322.0,107.0,1.0,2.0,0.71,,,,,,82.97,Tier1
MS_SYN699,MS,3.206990766661325,312.0,99.0,0.0,2.0,0.62,,,,,,76.15,Tier2
MS_SYN700,MS,3.542572492514661,311.0,114.0,1.0,3.0,0.71,,,,,,83.23,Tier1
MS_SYN701,MS,3.4057426296113067,320.0,103.0,1.0,2.0,0.65,,,,,,79.43,Tier2
MS_SYN702,MS,3.227069721478661,307.0,101.0,1.0,2.0,0.57,,,,,,74.13,Tier2
MS_SYN703,MS,3.269284536924701,297.0,97.0,0.0,2.0,0.66,,,,,,76.71,Tier2
MS_SYN704,MS,3.43766625798496,311.0,106.0,0.0,1.0,0.59,,,,,,76.91,Tier2
MS_SYN705,MS,3.541457480938168,318.0,111.0,1.0,2.0,0.69,,,,,,82.56,Tier1
MS_SYN706,MS,3.647881546062876,315.0,112.0,1.0,5.0,0.82,,,,,,88.2,Tier1
MS_SYN707,MS,3.037815424982176,306.0,101.0,0.0,1.0,0.46,,,,,,68.71,Tier2
MS_SYN708,MS,3.07925430025266,299.0,98.0,0.0,2.0,0.5,,,,,,69.63,Tier2
MS_SYN709,MS,3.3659013544589595,293.0,101.0,0.0,1.0,0.64,,,,,,76.6,Tier2
MS_SYN710,MS,3.532411950530185,315.0,101.0,1.0,4.0,0.68,,,,,,80.65,Tier2
MS_SYN711,MS,3.300436394458354,316.0,103.0,1.0,2.0,0.6,,,,,,76.61,Tier2
MS_SYN712,MS,3.451409706861175,324.0,109.0,1.0,4.0,0.8,,,,,,86.71,Tier1
MS_SYN713,MS,3.825314832741022,329.0,114.0,1.0,5.0,0.9,,,,,,93.57,Tier1
MS_SYN714,MS,3.710484339000822,325.0,110.0,0.0,5.0,0.88,,,,,,91.4,Tier1
MS_SYN715,MS,3.4028929743158653,322.0,111.0,1.0,4.0,0.77,,,,,,85.37,Tier1
MS_SYN716,MS,3.25596072750982,312.0,104.0,1.0,2.0,0.58,,,,,,75.42,Tier2
MS_SYN717,MS,3.2696205406045102,309.0,108.0,0.0,2.0,0.67,,,,,,79.37,Tier2
MS_SYN718,MS,3.858393329596825,340.0,117.0,1.0,5.0,0.91,,,,,,95.32,Tier1
MS_SYN719,MS,3.64229446511113,328.0,110.0,0.0,4.0,0.83,,,,,,89.28,Tier1
MS_SYN720,MS,3.738818251822885,340.0,113.0,1.0,5.0,0.94,,,,,,95.42,Tier1
MS_SYN721,MS,3.880475419692635,340.0,120.0,1.0,5.0,0.99,,,,,,99.0,Tier1
MS_SYN722,MS,3.589742984487984,320.0,110.0,1.0,1.0,0.67,,,,,,82.03,Tier2
MS_SYN723,MS,3.2476740782341187,308.0,104.0,1.0,4.0,0.87,,,,,,86.69,Tier1
MS_SYN724,MS,3.8685343173929945,338.0,120.0,1.0,5.0,0.99,,,,,,98.8,Tier1
MS_SYN725,MS,3.3491518602379804,318.0,106.0,1.0,3.0,0.71,,,,,,81.78,Tier2
MS_SYN726,MS,3.74072168344537,332.0,117.0,0.0,4.0,0.83,,,,,,90.94,Tier1
MS_SYN727,MS,3.487209589586482,320.0,113.0,0.0,4.0,0.78,,,,,,86.29,Tier1
MS_SYN728,MS,3.643207447138784,324.0,113.0,1.0,5.0,0.96,,,,,,94.56,Tier1
MS_SYN729,MS,3.467962597372114,318.0,110.0,1.0,4.0,0.83,,,,,,87.67,Tier1
MS_SYN730,MS,3.578460680381532,324.0,113.0,1.0,4.0,0.8,,,,,,87.84,Tier1
MS_SYN731,MS,3.400119680646984,315.0,107.0,0.0,3.0,0.72,,,,,,82.34,Tier2
MS_SYN732,MS,3.254837794637968,297.0,101.0,1.0,1.0,0.58,,,,,,73.94,Tier2
MS_SYN733,MS,3.714082314282437,325.0,115.0,1.0,5.0,0.97,,,,,,95.64,Tier1
MS_SYN734,MS,3.3558943212800507,324.0,110.0,1.0,1.0,0.68,,,,,,81.55,Tier2
MS_SYN735,MS,3.2950539846999383,306.0,101.0,0.0,2.0,0.62,,,,,,76.4,Tier2
MS_SYN736,MS,3.411236125979466,314.0,102.0,0.0,1.0,0.51,,,,,,73.29,Tier2
MS_SYN737,MS,3.5478714729050784,321.0,104.0,1.0,4.0,0.82,,,,,,87.14,Tier1
MS_SYN738,MS,3.2234068524427104,309.0,109.0,1.0,4.0,0.73,,,,,,81.66,Tier2
MS_SYN739,MS,3.3979708905332573,306.0,101.0,0.0,3.0,0.61,,,,,,76.51,Tier2
MS_SYN740,MS,3.541450574938729,327.0,110.0,0.0,4.0,0.72,,,,,,84.3,Tier1
MS_SYN741,MS,3.228857862525775,303.0,100.0,0.0,1.0,0.56,,,,,,73.32,Tier2
MS_SYN742,MS,3.579372361531139,337.0,118.0,0.0,4.0,0.83,,,,,,90.63,Tier1
MS_SYN743,MS,3.8811240483019422,329.0,120.0,1.0,5.0,0.97,,,,,,97.4,Tier1
MS_SYN744,MS,3.2073824495955394,303.0,98.0,1.0,2.0,0.6,,,,,,74.57,Tier2
MS_SYN745,MS,3.4983323801228545,312.0,109.0,1.0,4.0,0.77,,,,,,84.86,Tier1
MS_SYN746,MS,3.7229725912421454,336.0,113.0,0.0,4.0,0.9,,,,,,93.45,Tier1
MS_SYN747,MS,3.9075488330685975,326.0,120.0,1.0,5.0,0.99,,,,,,98.11,Tier1
MS_SYN748,MS,3.290820980213529,316.0,106.0,1.0,2.0,0.66,,,,,,79.34,Tier2
MS_SYN749,MS,3.38429130704637,315.0,102.0,1.0,2.0,0.68,,,,,,80.03,Tier2
MS_SYN750,MS,3.699113964886281,339.0,115.0,1.0,4.0,0.99,,,,,,97.4,Tier1
MS_SYN751,MS,3.372230766069782,312.0,100.0,0.0,1.0,0.58,,,,,,75.5,Tier2
MS_SYN752,MS,3.1508944824011738,305.0,100.0,0.0,1.0,0.65,,,,,,76.68,Tier2
MS_SYN753,MS,3.555021788382848,333.0,110.0,0.0,4.0,0.87,,,,,,90.81,Tier1
MS_SYN754,MS,3.586458731414959,337.0,107.0,1.0,5.0,0.86,,,,,,90.49,Tier1
MS_SYN755,MS,3.092244036740414,304.0,99.0,0.0,1.0,0.61,,,,,,74.59,Tier2
MS_SYN756,MS,3.814363404741028,338.0,116.0,1.0,5.0,0.97,,,,,,97.22,Tier1
MS_SYN757,MS,3.2471001741344416,322.0,110.0,0.0,2.0,0.61,,,,,,78.06,Tier2
MS_SYN758,MS,3.303959368350489,313.0,102.0,1.0,3.0,0.68,,,,,,79.48,Tier2
MS_SYN759,MS,3.393038262621663,320.0,110.0,0.0,2.0,0.7,,,,,,82.24,Tier2
MS_SYN760,MS,3.23309835004268,309.0,104.0,0.0,2.0,0.63,,,,,,77.09,Tier2
MS_SYN761,MS,3.37124953844868,311.0,98.0,1.0,2.0,0.65,,,,,,77.97,Tier2
MS_SYN762,MS,3.229150928308426,310.0,108.0,0.0,1.0,0.58,,,,,,75.64,Tier2
MS_SYN763,MS,3.6987694098699846,321.0,107.0,0.0,5.0,0.79,,,,,,87.07,Tier1
MS_SYN764,MS,3.4129452750572136,322.0,111.0,0.0,3.0,0.7,,,,,,82.62,Tier1
MS_SYN765,MS,3.3565756034088943,313.0,105.0,0.0,3.0,0.65,,,,,,78.92,Tier2
MS_SYN766,MS,3.965370098114006,333.0,116.0,1.0,5.0,0.99,,,,,,98.41,Tier1
MS_SYN767,MS,3.209272918044885,313.0,108.0,0.0,3.0,0.73,,,,,,81.76,Tier2
MS_SYN768,MS,3.3057326027548912,312.0,111.0,1.0,5.0,0.78,,,,,,84.54,Tier1
MS_SYN769,MS,3.32333861569142,307.0,105.0,0.0,2.0,0.64,,,,,,77.92,Tier2
MS_SYN770,MS,2.974720632379453,303.0,101.0,0.0,2.0,0.41,,,,,,66.18,Tier2
MS_SYN771,MS,3.441958680881309,318.0,109.0,1.0,5.0,0.81,,,,,,86.62,Tier1
MS_SYN772,MS,3.593877854762409,338.0,118.0,1.0,5.0,0.89,,,,,,93.17,Tier1
MS_SYN773,MS,3.3262451046240504,317.0,109.0,1.0,4.0,0.76,,,,,,83.97,Tier1
MS_SYN774,MS,3.2052038181591467,304.0,103.0,1.0,3.0,0.63,,,,,,76.45,Tier2
MS_SYN775,MS,3.778059203284079,323.0,113.0,1.0,5.0,0.97,,,,,,95.57,Tier1
